L 06/18/2010 - 16:24:50: Log file started (file "cstrike/addons/amxmodx/configs/csf_anticheat/logs/csf_ac_cmdflood.log") (game "cstrike") (amx "1.8.1.3746")
L 06/18/2010 - 16:24:50: CMDFlood * Nick: <~DENIS~> , IP: <10.33.102.109> , SteamID: <STEAM_0:4:1646092761> , CmdFlood: <vest>
L 04/01/2011 - 10:13:01: CMDFlood * Nick: <CaNeK=)> , IP: <89.248.207.69> , SteamID: <STEAM_0:0:1265941871> , CmdFlood: <aWZQ>
L 04/01/2011 - 12:29:42: CMDFlood * Nick: <Artis> , IP: <188.124.233.162> , SteamID: <STEAM_0:0:1240593821> , CmdFlood: <aNGZ>
L 04/01/2011 - 13:32:12: CMDFlood * Nick: <Artis> , IP: <188.124.233.162> , SteamID: <STEAM_0:0:1240593821> , CmdFlood: <aNGZ>
L 04/01/2011 - 14:16:01: CMDFlood * Nick: <ololo> , IP: <95.78.135.54> , SteamID: <STEAM_0:4:1340986995> , CmdFlood: <aBAY>
L 04/01/2011 - 15:15:57: CMDFlood * Nick: <As'gO{cS}*Alex52> , IP: <93.120.207.165> , SteamID: <STEAM_0:4:105500018> , CmdFlood: <vmodenable>
L 04/01/2011 - 15:56:18: CMDFlood * Nick: <[All-CS.Net.Ru] User> , IP: <94.75.29.1> , SteamID: <STEAM_0:0:2036249878> , CmdFlood: <vmodenable>
L 04/01/2011 - 16:44:57: CMDFlood * Nick: <[SINEGAL^tm]-FRANlLUSKIU-DeD> , IP: <93.81.176.14> , SteamID: <STEAM_0:0:621586535> , CmdFlood: <vmodenable>
L 04/01/2011 - 17:31:48: CMDFlood * Nick: <a.k.a. SaDist> , IP: <178.66.164.135> , SteamID: <STEAM_0:0:451464956> , CmdFlood: <aPMC>
L 04/01/2011 - 18:14:55: CMDFlood * Nick: <ne podhodi> , IP: <93.175.23.47> , SteamID: <STEAM_0:0:1675172245> , CmdFlood: <vmodenable>
L 04/01/2011 - 18:17:02: CMDFlood * Nick: <^~RUS~^=klan_pro.tm.-=sniper=-> , IP: <109.94.93.84> , SteamID: <STEAM_0:0:1102442788> , CmdFlood: <vmodenable>
L 04/01/2011 - 18:53:20: CMDFlood * Nick: <`sh2ka.mp3> , IP: <91.202.222.9> , SteamID: <STEAM_0:1:15604954> , CmdFlood: <aGIJ>
L 04/01/2011 - 20:25:57: CMDFlood * Nick: <I am> , IP: <178.64.79.68> , SteamID: <STEAM_0:0:416682281> , CmdFlood: <aLRG>
L 04/01/2011 - 20:39:38: CMDFlood * Nick: <kEtTY> , IP: <95.55.9.52> , SteamID: <STEAM_0:4:1319824115> , CmdFlood: <vmodenable>
L 04/01/2011 - 20:57:48: CMDFlood * Nick: <pika4y :D> , IP: <195.98.164.10> , SteamID: <STEAM_0:0:1027820427> , CmdFlood: <aICF>
L 04/01/2011 - 21:12:20: CMDFlood * Nick: <hoho> , IP: <95.53.39.178> , SteamID: <STEAM_0:0:160193496> , CmdFlood: <aJDF>
L 04/01/2011 - 21:36:11: CMDFlood * Nick: <bond> , IP: <212.106.60.66> , SteamID: <STEAM_0:4:1974486070> , CmdFlood: <aZUD>
L 04/01/2011 - 22:31:37: CMDFlood * Nick: <PizDbI DaL> , IP: <62.33.209.188> , SteamID: <STEAM_0:0:1373847252> , CmdFlood: <vmodenable>
L 04/01/2011 - 22:32:23: CMDFlood * Nick: <Exzo.< BoBi> , IP: <178.65.20.139> , SteamID: <STEAM_0:1:39459736> , CmdFlood: <vmodenable>
L 04/01/2011 - 22:42:41: CMDFlood * Nick: <hoho> , IP: <95.53.39.178> , SteamID: <STEAM_0:0:160193496> , CmdFlood: <talxxvjfir>
L 04/01/2011 - 22:44:45: CMDFlood * Nick: <Twix> , IP: <212.103.120.204> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/01/2011 - 23:15:47: CMDFlood * Nick: <Boombax> , IP: <91.146.54.158> , SteamID: <STEAM_0:4:464861297> , CmdFlood: <vmodenable>
L 04/01/2011 - 23:39:45: CMDFlood * Nick: <Krew_L337> , IP: <91.146.61.221> , SteamID: <STEAM_0:0:668877261> , CmdFlood: <vmodenable>
L 04/02/2011 - 00:29:41: CMDFlood * Nick: <SlowSnowShow> , IP: <91.199.153.60> , SteamID: <STEAM_0:4:1256362737> , CmdFlood: <hvtwxaebno>
L 04/02/2011 - 01:08:39: CMDFlood * Nick: <Vovchik> , IP: <88.201.204.160> , SteamID: <STEAM_0:0:600994841> , CmdFlood: <vmodenable>
L 04/02/2011 - 02:58:47: CMDFlood * Nick: <=116 rus=> , IP: <95.78.75.250> , SteamID: <STEAM_0:0:224858964> , CmdFlood: <vmodenable>
L 04/02/2011 - 05:10:37: CMDFlood * Nick: <ktt.> , IP: <77.121.233.40> , SteamID: <STEAM_0:0:2030482157> , CmdFlood: <blblblblblblblblblblbl>
L 04/02/2011 - 08:10:37: CMDFlood * Nick: <[war3ft.ru]TIDZA> , IP: <178.44.151.222> , SteamID: <STEAM_0:0:361069304> , CmdFlood: <aLDT>
L 04/02/2011 - 08:12:52: CMDFlood * Nick: <Proton> , IP: <91.185.64.89> , SteamID: <STEAM_0:4:2014195185> , CmdFlood: <aDQI>
L 04/02/2011 - 10:36:40: CMDFlood * Nick: <l;;l;l> , IP: <91.194.160.194> , SteamID: <STEAM_0:0:499937303> , CmdFlood: <moxwhpnylz>
L 04/02/2011 - 10:48:36: CMDFlood * Nick: <[p47]danila> , IP: <178.129.100.228> , SteamID: <STEAM_0:0:1166119113> , CmdFlood: <vmodenable>
L 04/02/2011 - 10:57:19: CMDFlood * Nick: <[TEAM 76RUS] NAPARNIK> , IP: <89.179.92.68> , SteamID: <STEAM_0:0:835503366> , CmdFlood: <vmodenable>
L 04/02/2011 - 13:02:38: CMDFlood * Nick: <HOKKEY MAN 22> , IP: <92.243.167.6> , SteamID: <STEAM_0:0:890541563> , CmdFlood: <vmodenable>
L 04/02/2011 - 14:05:23: CMDFlood * Nick: <=116 rus=> , IP: <95.78.108.38> , SteamID: <STEAM_0:0:224858964> , CmdFlood: <vmodenable>
L 04/02/2011 - 14:05:53: CMDFlood * Nick: <OFICIANT> , IP: <212.104.67.81> , SteamID: <STEAM_0:0:751499649> , CmdFlood: <vmodenable>
L 04/02/2011 - 14:41:53: CMDFlood * Nick: <[war3ft.ru]KQQHM> , IP: <88.84.205.151> , SteamID: <STEAM_0:0:1832849854> , CmdFlood: <vmodenable>
L 04/02/2011 - 15:20:03: CMDFlood * Nick: <bert> , IP: <90.227.201.46> , SteamID: <STEAM_0:1:26012777> , CmdFlood: <vmodenable>
L 04/02/2011 - 15:47:56: CMDFlood * Nick: <bond> , IP: <212.106.32.83> , SteamID: <STEAM_0:4:2101232694> , CmdFlood: <aZUD>
L 04/02/2011 - 15:59:02: CMDFlood * Nick: <[war3ft.ru]GQDSE> , IP: <89.222.198.232> , SteamID: <STEAM_0:1:14960145> , CmdFlood: <vmodenable>
L 04/02/2011 - 16:32:21: CMDFlood * Nick: <baba klava> , IP: <94.228.207.199> , SteamID: <STEAM_0:0:1374040763> , CmdFlood: <itttzfvsio>
L 04/02/2011 - 16:32:50: CMDFlood * Nick: <_ThE EnD_> , IP: <95.72.36.168> , SteamID: <STEAM_0:0:1834970811> , CmdFlood: <aBCG>
L 04/02/2011 - 16:50:42: CMDFlood * Nick: <[www.make-amxserv.ru] - ivan> , IP: <95.53.159.254> , SteamID: <STEAM_0:4:736226291> , CmdFlood: <aCRC>
L 04/02/2011 - 17:40:13: CMDFlood * Nick: <SERGEI ;-)> , IP: <85.236.184.106> , SteamID: <STEAM_0:4:1643251574> , CmdFlood: <aIDC>
L 04/02/2011 - 17:54:51: CMDFlood * Nick: <TIGER> , IP: <91.77.102.41> , SteamID: <STEAM_0:0:22429194> , CmdFlood: <aHAD>
L 04/02/2011 - 17:55:31: CMDFlood * Nick: <bond> , IP: <212.106.32.83> , SteamID: <STEAM_0:4:2101232694> , CmdFlood: <aZUD>
L 04/02/2011 - 18:39:43: CMDFlood * Nick: <=116 rus=> , IP: <95.78.108.38> , SteamID: <STEAM_0:0:224858964> , CmdFlood: <vmodenable>
L 04/02/2011 - 18:53:11: CMDFlood * Nick: <Vadik> , IP: <91.199.153.60> , SteamID: <STEAM_0:4:1256362737> , CmdFlood: <hvtwxaebno>
L 04/02/2011 - 19:06:43: CMDFlood * Nick: <AK-47_BoT_TaK_To!!!> , IP: <213.88.102.250> , SteamID: <STEAM_0:4:698178870> , CmdFlood: <vmodenable>
L 04/02/2011 - 20:19:31: CMDFlood * Nick: <Vovan> , IP: <178.34.22.176> , SteamID: <STEAM_0:0:1694846627> , CmdFlood: <wpgtppyvqn>
L 04/02/2011 - 20:21:39: CMDFlood * Nick: <baNan:DDD> , IP: <89.23.16.193> , SteamID: <STEAM_0:0:1838347197> , CmdFlood: <vmodenable>
L 04/02/2011 - 22:20:12: CMDFlood * Nick: <hoho> , IP: <95.53.34.12> , SteamID: <STEAM_0:0:160193496> , CmdFlood: <talxxvjfir>
L 04/02/2011 - 22:23:21: CMDFlood * Nick: <Cheshire> , IP: <80.250.160.211> , SteamID: <STEAM_0:4:1031670900> , CmdFlood: <aAXA>
L 04/02/2011 - 23:44:00: CMDFlood * Nick: <.!.> , IP: <91.207.42.7> , SteamID: <STEAM_0:0:960578467> , CmdFlood: <kszzjozeqd>
L 04/03/2011 - 00:28:24: CMDFlood * Nick: <c0c04ka> , IP: <178.210.58.202> , SteamID: <STEAM_0:0:1972762091> , CmdFlood: <aBRX>
L 04/03/2011 - 00:29:12: CMDFlood * Nick: <Appleee*D> , IP: <95.52.162.117> , SteamID: <STEAM_0:4:1853844339> , CmdFlood: <aPXS>
L 04/03/2011 - 02:22:15: CMDFlood * Nick: <~ ! ExTeRmInAdOr ! ~> , IP: <83.59.220.128> , SteamID: <STEAM_0:4:348155125> , CmdFlood: <100>
L 04/03/2011 - 13:15:19: CMDFlood * Nick: <bandits_team > .::DUFFY::.> , IP: <95.52.155.137> , SteamID: <STEAM_0:0:1708180283> , CmdFlood: <aPKI>
L 04/03/2011 - 13:32:24: CMDFlood * Nick: <Maqyz_Maqyzovich> , IP: <91.122.25.176> , SteamID: <STEAM_0:4:211995761> , CmdFlood: <fzqvzcznqh>
L 04/03/2011 - 13:47:09: CMDFlood * Nick: <AK47|adidas|AK47> , IP: <109.74.214.238> , SteamID: <STEAM_0:4:600134762> , CmdFlood: <vmodenable>
L 04/03/2011 - 14:35:09: CMDFlood * Nick: <ADMiRAL> , IP: <109.111.137.170> , SteamID: <STEAM_0:0:1370525530> , CmdFlood: <vmodenable>
L 04/03/2011 - 16:04:51: CMDFlood * Nick: <[UNDISPUTED l CloverFIel:D]> , IP: <89.254.244.86> , SteamID: <STEAM_0:0:897635559> , CmdFlood: <vmodenable>
L 04/03/2011 - 16:07:35: CMDFlood * Nick: <Wolf-anarhist> , IP: <77.51.2.57> , SteamID: <STEAM_0:0:497161014> , CmdFlood: <vmodenable>
L 04/03/2011 - 16:09:02: CMDFlood * Nick: <GLA | ne4eHbka |> , IP: <95.220.122.126> , SteamID: <STEAM_0:0:690554221> , CmdFlood: <aGHT>
L 04/03/2011 - 16:22:04: CMDFlood * Nick: <hoho> , IP: <95.53.74.101> , SteamID: <STEAM_0:0:160193496> , CmdFlood: <gcrdtjhfge>
L 04/03/2011 - 16:38:29: CMDFlood * Nick: <NO_EXIT> , IP: <92.101.134.253> , SteamID: <STEAM_0:0:1073937286> , CmdFlood: <vmodenable>
L 04/03/2011 - 16:38:52: CMDFlood * Nick: <BeksteR> , IP: <89.223.25.241> , SteamID: <STEAM_0:0:433238754> , CmdFlood: <vmodenable>
L 04/03/2011 - 16:52:51: CMDFlood * Nick: <MENTOC> , IP: <10.150.192.45> , SteamID: <STEAM_0:0:690244205> , CmdFlood: <vmodenable>
L 04/03/2011 - 16:52:52: CMDFlood * Nick: <ZET> , IP: <91.122.8.38> , SteamID: <STEAM_0:0:37347488> , CmdFlood: <aEPT>
L 04/03/2011 - 16:54:01: CMDFlood * Nick: <[SINEGAL^tm]-FRONILUSKIU-DeD> , IP: <95.29.126.137> , SteamID: <STEAM_0:0:621586535> , CmdFlood: <vmodenable>
L 04/03/2011 - 17:10:27: CMDFlood * Nick: <Twix> , IP: <212.103.119.221> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/03/2011 - 17:51:39: CMDFlood * Nick: <HOKKEY MAN 22> , IP: <92.243.167.6> , SteamID: <STEAM_0:0:890541563> , CmdFlood: <vmodenable>
L 04/03/2011 - 20:42:50: CMDFlood * Nick: <pika4y :D> , IP: <195.98.164.10> , SteamID: <STEAM_0:0:1027820427> , CmdFlood: <aICF>
L 04/03/2011 - 21:16:09: CMDFlood * Nick: <ROOF***78RUS***> , IP: <95.26.221.82> , SteamID: <STEAM_0:0:755611765> , CmdFlood: <aKID>
L 04/03/2011 - 22:38:12: CMDFlood * Nick: <1305> , IP: <10.150.192.44> , SteamID: <STEAM_0:4:1120811609> , CmdFlood: <vmodenable>
L 04/03/2011 - 22:55:37: CMDFlood * Nick: <<Babka Rastamaankaa> | Bod9I> , IP: <178.65.67.118> , SteamID: <STEAM_0:4:1871696261> , CmdFlood: <vmodenable>
L 04/03/2011 - 22:55:47: CMDFlood * Nick: <Prada> , IP: <188.18.173.240> , SteamID: <STEAM_0:4:754513922> , CmdFlood: <rukvthibld>
L 04/04/2011 - 12:32:07: CMDFlood * Nick: <ne podhodi> , IP: <92.43.160.24> , SteamID: <STEAM_0:0:1675172245> , CmdFlood: <vmodenable>
L 04/04/2011 - 12:33:20: CMDFlood * Nick: <SHIPA[29 rus]> , IP: <92.101.111.3> , SteamID: <STEAM_0:0:497100276> , CmdFlood: <zoxajvxdje>
L 04/04/2011 - 15:26:50: CMDFlood * Nick: <[No-MyAC]UKROP!> , IP: <188.134.41.209> , SteamID: <STEAM_0:0:1440622662> , CmdFlood: <aXYN>
L 04/04/2011 - 17:15:10: CMDFlood * Nick: <OBEH> , IP: <82.208.116.66> , SteamID: <STEAM_0:0:1838574963> , CmdFlood: <aFZQ>
L 04/04/2011 - 18:20:19: CMDFlood * Nick: <Valhalla l 4uvi77> , IP: <2.95.235.46> , SteamID: <STEAM_0:0:901170453> , CmdFlood: <vmodenable>
L 04/04/2011 - 18:25:57: CMDFlood * Nick: <nzrv_24rus> , IP: <91.211.57.18> , SteamID: <STEAM_0:0:159719032> , CmdFlood: <vmodenable>
L 04/04/2011 - 20:02:58: CMDFlood * Nick: <~ ! ExTeRmInAdOr ! ~> , IP: <83.59.220.128> , SteamID: <STEAM_0:4:348155125> , CmdFlood: <241>
L 04/04/2011 - 20:04:25: CMDFlood * Nick: <INEX> , IP: <178.64.114.15> , SteamID: <STEAM_0:0:1737917555> , CmdFlood: <aTHU>
L 04/04/2011 - 20:31:28: CMDFlood * Nick: <Twix> , IP: <212.103.113.254> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/04/2011 - 20:54:48: CMDFlood * Nick: <DaybREakeR> , IP: <10.50.177.48> , SteamID: <STEAM_0:4:1291249753> , CmdFlood: <cjlzralaln>
L 04/04/2011 - 21:12:48: CMDFlood * Nick: <<<LEGION>>> , IP: <178.91.24.87> , SteamID: <STEAM_0:4:2132958341> , CmdFlood: <aXBM>
L 04/04/2011 - 22:47:24: CMDFlood * Nick: <Twix> , IP: <212.103.113.254> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/04/2011 - 23:08:30: CMDFlood * Nick: <bond[it-14]> , IP: <212.106.61.21> , SteamID: <STEAM_0:4:1580254262> , CmdFlood: <aZUD>
L 04/05/2011 - 09:41:52: CMDFlood * Nick: <SkAt> , IP: <92.242.75.110> , SteamID: <STEAM_0:1:24930331> , CmdFlood: <aIHC>
L 04/05/2011 - 10:27:44: CMDFlood * Nick: <MEHT_[02]_52rus> , IP: <95.79.16.121> , SteamID: <STEAM_0:4:1747343091> , CmdFlood: <vmodenable>
L 04/05/2011 - 10:37:01: CMDFlood * Nick: <sky> , IP: <93.153.169.130> , SteamID: <STEAM_0:0:86065769> , CmdFlood: <aPOA>
L 04/05/2011 - 10:37:53: CMDFlood * Nick: <Chin_50rus> , IP: <91.195.61.182> , SteamID: <STEAM_0:0:39536026> , CmdFlood: <vmodenable>
L 04/05/2011 - 16:30:23: CMDFlood * Nick: <tommy> , IP: <10.50.141.23> , SteamID: <STEAM_0:4:1600710745> , CmdFlood: <aBSY>
L 04/05/2011 - 16:48:29: CMDFlood * Nick: <Kloun> , IP: <178.210.32.200> , SteamID: <STEAM_0:4:817764357> , CmdFlood: <vmodenable>
L 04/05/2011 - 17:25:19: CMDFlood * Nick: <Bomj V atake> , IP: <10.50.162.110> , SteamID: <STEAM_0:1:22595248> , CmdFlood: <vmodenable>
L 04/05/2011 - 18:59:35: CMDFlood * Nick: <dy_[DeuB]pro[arena]> , IP: <91.193.213.188> , SteamID: <STEAM_0:4:180654577> , CmdFlood: <aBQT>
L 04/05/2011 - 20:17:39: CMDFlood * Nick: <a.k.a. SaDist> , IP: <178.66.182.65> , SteamID: <STEAM_0:0:451464956> , CmdFlood: <aPMC>
L 04/05/2011 - 20:49:57: CMDFlood * Nick: <bingo-11Rus> , IP: <178.65.73.234> , SteamID: <STEAM_0:0:596724508> , CmdFlood: <vmodenable>
L 04/05/2011 - 22:31:40: CMDFlood * Nick: <Twix> , IP: <212.103.113.224> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/06/2011 - 10:07:44: CMDFlood * Nick: <lol> , IP: <84.23.51.202> , SteamID: <STEAM_0:0:761308315> , CmdFlood: <aPFI>
L 04/06/2011 - 10:27:57: CMDFlood * Nick: <2011 2012 DANIL> , IP: <95.110.68.240> , SteamID: <STEAM_0:4:747390579> , CmdFlood: <vmodenable>
L 04/06/2011 - 10:46:36: CMDFlood * Nick: <Scilla> , IP: <109.169.233.146> , SteamID: <STEAM_0:0:153446148> , CmdFlood: <aPQL>
L 04/06/2011 - 11:57:05: CMDFlood * Nick: <MaMo4ka*+mp3> , IP: <90.189.161.25> , SteamID: <STEAM_0:4:1484697585> , CmdFlood: <vmodenable>
L 04/06/2011 - 12:45:28: CMDFlood * Nick: <GUCCI_____sp.b> , IP: <92.62.62.59> , SteamID: <STEAM_0:0:1031482205> , CmdFlood: <fkzkwwpqgl>
L 04/06/2011 - 13:28:05: CMDFlood * Nick: <o_O> , IP: <91.103.153.228> , SteamID: <STEAM_0:0:698171190> , CmdFlood: <vmodenable>
L 04/06/2011 - 13:48:19: CMDFlood * Nick: <GUCCI_____sp.b> , IP: <92.62.62.59> , SteamID: <STEAM_0:0:1031482205> , CmdFlood: <fkzkwwpqgl>
L 04/06/2011 - 13:55:34: CMDFlood * Nick: <V-Tec> , IP: <95.49.140.50> , SteamID: <STEAM_0:1:28517163> , CmdFlood: <vmodenable>
L 04/06/2011 - 14:08:29: CMDFlood * Nick: <Twix> , IP: <212.103.122.58> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/06/2011 - 14:26:44: CMDFlood * Nick: <+100500> , IP: <95.53.200.146> , SteamID: <STEAM_0:0:868835792> , CmdFlood: <vmodenable>
L 04/06/2011 - 14:41:20: CMDFlood * Nick: <hell:ice-cream:> , IP: <91.203.168.207> , SteamID: <STEAM_0:4:863638769> , CmdFlood: <vmodenable>
L 04/06/2011 - 15:10:33: CMDFlood * Nick: <eBAL V rOt> , IP: <89.112.126.231> , SteamID: <STEAM_0:4:655444336> , CmdFlood: <aZXM>
L 04/06/2011 - 15:11:22: CMDFlood * Nick: <((XAMC))> , IP: <79.139.151.21> , SteamID: <STEAM_0:0:967434502> , CmdFlood: <vknlwpbjsm>
L 04/06/2011 - 15:30:03: CMDFlood * Nick: <GUCCI_____sp.b> , IP: <92.62.62.59> , SteamID: <STEAM_0:0:1031482205> , CmdFlood: <efbstmbsxe>
L 04/06/2011 - 15:48:54: CMDFlood * Nick: <VISZKI> , IP: <91.102.231.30> , SteamID: <STEAM_0:4:1541259889> , CmdFlood: <vmodenable>
L 04/06/2011 - 16:38:14: CMDFlood * Nick: <Twix> , IP: <212.103.122.58> , SteamID: <STEAM_0:0:423618868> , CmdFlood: <vmodenable>
L 04/06/2011 - 16:50:21: CMDFlood * Nick: <hoho> , IP: <95.53.85.13> , SteamID: <STEAM_0:0:160193496> , CmdFlood: <gcrdtjhfge>
L 04/06/2011 - 16:52:08: CMDFlood * Nick: <[ LLI ] PiLi~BuLi ^_^ PuZo.man> , IP: <109.195.87.23> , SteamID: <STEAM_0:0:1907483872> , CmdFlood: <vmodenable>
L 04/06/2011 - 17:23:53: CMDFlood * Nick: <001> , IP: <91.185.75.103> , SteamID: <STEAM_0:0:755451404> , CmdFlood: <aKCL>
L 04/06/2011 - 18:26:33: CMDFlood * Nick: <kost9n> , IP: <77.66.250.245> , SteamID: <STEAM_0:4:777212026> , CmdFlood: <vmodenable>
L 04/06/2011 - 20:49:11: CMDFlood * Nick: <=DarK_SidE_Pr0_4yBa4[OK]=> , IP: <178.207.5.141> , SteamID: <STEAM_0:0:224459836> , CmdFlood: <aFVM>
L 04/06/2011 - 21:06:55: CMDFlood * Nick: <[SINEGAL^tm]-FRONILUSKIU-DeD> , IP: <93.81.78.87> , SteamID: <STEAM_0:0:621586535> , CmdFlood: <vmodenable>
L 04/06/2011 - 22:10:57: CMDFlood * Nick: <(1)empty> , IP: <93.157.125.4> , SteamID: <STEAM_0:0:497486546> , CmdFlood: <vmodenable>
L 04/07/2011 - 00:48:18: CMDFlood * Nick: <~ ! ExTeRmInAdOr ! ~> , IP: <83.59.220.128> , SteamID: <STEAM_0:4:348155125> , CmdFlood: <100>
L 04/07/2011 - 07:43:39: CMDFlood * Nick: <Bomj V atake> , IP: <10.50.162.110> , SteamID: <STEAM_0:1:22595248> , CmdFlood: <vmodenable>
L 04/07/2011 - 11:03:46: CMDFlood * Nick: <Morfey> , IP: <178.34.198.177> , SteamID: <STEAM_0:0:868550101> , CmdFlood: <vmodenable>
L 04/07/2011 - 11:03:55: CMDFlood * Nick: <[All-CS.Net.Ru] User> , IP: <94.75.8.55> , SteamID: <STEAM_0:0:2036249878> , CmdFlood: <vmodenable>
L 04/07/2011 - 14:09:55: CMDFlood * Nick: <PAIN> , IP: <94.232.186.100> , SteamID: <STEAM_0:0:2035358428> , CmdFlood: <vmodenable>
L 04/07/2011 - 14:51:30: CMDFlood * Nick: <KYBER PUNK> , IP: <83.139.158.175> , SteamID: <STEAM_0:0:502356992> , CmdFlood: <aZOX>
L 04/07/2011 - 15:35:24: CMDFlood * Nick: <hell:ice-cream:> , IP: <91.203.168.207> , SteamID: <STEAM_0:4:863638769> , CmdFlood: <vmodenable>
L 04/07/2011 - 17:21:03: CMDFlood * Nick: <Smile ;]> , IP: <91.197.11.240> , SteamID: <STEAM_0:0:34229488> , CmdFlood: <vmodenable>
L 04/07/2011 - 18:04:44: CMDFlood * Nick: <[SINEGAL^tm]-FRONILUSKIU-DeD> , IP: <95.29.100.156> , SteamID: <STEAM_0:0:621586535> , CmdFlood: <vmodenable>
L 04/07/2011 - 18:05:24: CMDFlood * Nick: <(=4K=)> , IP: <91.199.196.43> , SteamID: <STEAM_0:0:1839415335> , CmdFlood: <vmodenable>
L 04/07/2011 - 19:07:15: CMDFlood * Nick: <SOSNOVY BOR> , IP: <91.203.168.234> , SteamID: <STEAM_0:0:2109776932> , CmdFlood: <wuszjjaehh>
L 04/07/2011 - 19:28:55: CMDFlood * Nick: <KYBER PUNK> , IP: <83.139.158.175> , SteamID: <STEAM_0:0:502356992> , CmdFlood: <aZOX>
L 04/07/2011 - 19:54:09: CMDFlood * Nick: <[SINEGAL^tm]-FRONILUSKIU-DeD> , IP: <95.29.100.156> , SteamID: <STEAM_0:0:621586535> , CmdFlood: <vmodenable>
L 04/07/2011 - 20:06:41: CMDFlood * Nick: <KOLPAK> , IP: <95.105.29.233> , SteamID: <STEAM_0:0:487165939> , CmdFlood: <vmodenable>
L 04/07/2011 - 20:29:15: CMDFlood * Nick: <LenkO_o> , IP: <195.98.164.10> , SteamID: <STEAM_0:0:1027820427> , CmdFlood: </mot>
L 04/07/2011 - 20:32:51: CMDFlood * Nick: <OT CeRdL|,a k CoLHL|,y> , IP: <193.169.5.38> , SteamID: <STEAM_0:0:434147465> , CmdFlood: <vmodenable>
L 04/07/2011 - 20:52:19: CMDFlood * Nick: <[www.make-amxserv.ru] - ivan> , IP: <178.64.142.34> , SteamID: <STEAM_0:4:1172918533> , CmdFlood: <aCRC>
L 04/07/2011 - 21:46:39: CMDFlood * Nick: <OT CeRdL|,a k CoLHL|,y> , IP: <193.169.5.38> , SteamID: <STEAM_0:0:434147465> , CmdFlood: <vmodenable>
L 04/07/2011 - 22:32:31: CMDFlood * Nick: <GUCCI_____sp.b> , IP: <92.62.62.59> , SteamID: <STEAM_0:0:1031482205> , CmdFlood: <twfxmodmoy>
L 04/07/2011 - 22:46:15: CMDFlood * Nick: <bond> , IP: <212.106.43.138> , SteamID: <STEAM_0:4:297518134> , CmdFlood: <aZUD>
L 04/07/2011 - 23:42:53: CMDFlood * Nick: <GUCCI_____sp.b> , IP: <92.62.62.59> , SteamID: <STEAM_0:0:1031482205> , CmdFlood: <twfxmodmoy>
L 04/07/2011 - 23:52:08: CMDFlood * Nick: <error-404> , IP: <90.130.10.110> , SteamID: <STEAM_0:1:22681587> , CmdFlood: <vmodenable>
L 04/08/2011 - 00:11:41: CMDFlood * Nick: <cat> , IP: <178.68.5.99> , SteamID: <STEAM_0:4:1697436421> , CmdFlood: <vmodenable>
L 04/08/2011 - 00:13:23: CMDFlood * Nick: <I_<3_DUCK_xDD_cooler_be_cool_xD> , IP: <46.0.190.69> , SteamID: <STEAM_0:0:1237215240> , CmdFlood: <vmodenable>
L 04/08/2011 - 01:12:22: CMDFlood * Nick: <OT CeRdL|,a k CoLHL|,y> , IP: <193.169.5.38> , SteamID: <STEAM_0:0:434147465> , CmdFlood: <vmodenable>
L 04/08/2011 - 11:10:47: CMDFlood * Nick: <;]> , IP: <91.197.11.240> , SteamID: <STEAM_0:0:34229488> , CmdFlood: <vmodenable>
L 04/08/2011 - 11:49:51: CMDFlood * Nick: <[BIG_Hou]_po3uk> , IP: <95.25.108.43> , SteamID: <STEAM_0:0:219887939> , CmdFlood: <aCGN>
L 04/08/2011 - 11:50:05: CMDFlood * Nick: <OT CeRdL|,a k CoLHL|,y> , IP: <193.169.5.38> , SteamID: <STEAM_0:0:434147465> , CmdFlood: <vmodenable>
L 04/08/2011 - 12:37:04: CMDFlood * Nick: <~=y6uTblY_B_X/l@M=~> , IP: <109.172.15.19> , SteamID: <STEAM_0:0:37786589> , CmdFlood: <vmodenable>
L 04/08/2011 - 12:53:37: CMDFlood * Nick: <(SibirSM)trava-bot54+> , IP: <89.189.191.30> , SteamID: <STEAM_0:4:1542565872> , CmdFlood: <vmodenable>
L 04/08/2011 - 13:13:01: CMDFlood * Nick: <BoRn [to] W1N ^ [B] koHTpe> , IP: <188.168.71.245> , SteamID: <STEAM_0:0:771383042> , CmdFlood: <aRXZ>
L 04/08/2011 - 13:24:40: CMDFlood * Nick: <GUCCI_____sp.b> , IP: <92.62.62.59> , SteamID: <STEAM_0:0:1031482205> , CmdFlood: <twfxmodmoy>
L 04/08/2011 - 13:44:19: CMDFlood * Nick: <BuLL ShIT> , IP: <91.122.21.67> , SteamID: <STEAM_0:4:1965345905> , CmdFlood: <vmodenable>
L 04/08/2011 - 13:44:36: CMDFlood * Nick: <wwwawdaw1111223333m,mjlkjijidw2> , IP: <2.95.13.190> , SteamID: <STEAM_0:4:195616477> , CmdFlood: <aVEB>
